NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver	Evalue	SPID	ProteinName	Organism	GO	PFAM
comp139287_c2_seq1	0.000134929	5.2493e-05	0.008157724	0.000964066	0.001784516	0.007205891	0.000620413	0.013028132	0.000156628	2e-43	P97615	Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)	Rattus norvegicus (Rat)	cell redox homeostasis [GO:0045454]; cellular response to nutrient levels [GO:0031669]; cellular response to oxidative stress [GO:0034599]; glycerol ether metabolic process [GO:0006662]; protein folding [GO:0006457]; response to axon injury [GO:0048678]; response to drug [GO:0042493]; response to glucose [GO:0009749]; response to hormone [GO:0009725]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; response to organic cyclic compound [GO:0014070]; response to oxidative stress [GO:0006979]; sulfate assimilation [GO:0000103]	PF00085;
comp139289_c0_seq1	0.002594008	0.020780994	0.001299618	0.00136101	0.001207104	0.001590843	0.000593054	0.000826176	0.000642312	0	Q91YR7	Pre-mRNA-processing factor 6 (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	Mus musculus (Mouse)	positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; RNA localization [GO:0006403]; spliceosomal tri-snRNP complex assembly [GO:0000244]	PF06424;
comp139308_c0_seq1	0.021387091	0.084177499	0.070508829	0.028771788	0.034023142	0.018149696	0.042865975	0.032052403	0.089256261	3e-65	A0LMC1	Phosphonoacetaldehyde hydrolase (Phosphonatase) (EC 3.11.1.1) (Phosphonoacetaldehyde phosphonohydrolase)	Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB)	organic phosphonate catabolic process [GO:0019700]	PF13419;
comp139308_c0_seq2	0.021387091	0.084177499	0.070508829	0.028771788	0.034023142	0.018149696	0.042865975	0.032052403	0.089256261	2e-65	A0LMC1	Phosphonoacetaldehyde hydrolase (Phosphonatase) (EC 3.11.1.1) (Phosphonoacetaldehyde phosphonohydrolase)	Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB)	organic phosphonate catabolic process [GO:0019700]	PF13419;
comp139315_c0_seq2	0.000568746	0.000142726	0.000401609	0.000102052	5.5954e-05	0.000174574	0.000285891	0.002285898	0.000109721	0	Q05086	Ubiquitin-protein ligase E3A (EC 6.3.2.-) (E6AP ubiquitin-protein ligase) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54)	Homo sapiens (Human)	androgen receptor signaling pathway [GO:0030521]; brain development [GO:0007420]; ovarian follicle development [GO:0001541]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; prostate gland growth [GO:0060736]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]; proteolysis [GO:0006508]; regulation of circadian rhythm [GO:0042752]; regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000058]; sperm entry [GO:0035037]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral process [GO:0016032]	PF16558;PF00632;
comp139315_c0_seq8	0.000568746	0.000142726	0.000401609	0.000102052	5.5954e-05	0.000174574	0.000285891	0.002285898	0.000109721	0	Q05086	Ubiquitin-protein ligase E3A (EC 6.3.2.-) (E6AP ubiquitin-protein ligase) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54)	Homo sapiens (Human)	androgen receptor signaling pathway [GO:0030521]; brain development [GO:0007420]; ovarian follicle development [GO:0001541]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; prostate gland growth [GO:0060736]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]; proteolysis [GO:0006508]; regulation of circadian rhythm [GO:0042752]; regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000058]; sperm entry [GO:0035037]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral process [GO:0016032]	PF16558;PF00632;
comp139319_c0_seq1	0.016121434	0.046495768	0.030131122	0.026823371	0.021774953	0.019059117	0.033124468	0.027836235	0.028504705	7e-10	Q9NX63	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	Homo sapiens (Human)	cristae formation [GO:0042407]; inner mitochondrial membrane organization [GO:0007007]; mitochondrial fusion [GO:0008053]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; transcription, DNA-templated [GO:0006351]	PF05300;
comp139331_c0_seq1	0.00070833	0.014187874	0.006095948	0.015939451	0.004648919	0.011680759	0.002392907	0.000944496	0.000233662	0	Q7ZXY0	Inositol-3-phosphate synthase 1-A (IPS 1-A) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase A) (MI-1-P synthase A) (MIP synthase A)	Xenopus laevis (African clawed frog)	inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	PF01658;PF07994;
comp139333_c0_seq1	0.000640949	6.2268e-05	9.5058e-05	7.0781e-05	0.00034556	0.0001059	0.001145683	0.000172695	0.000109794	4e-136	Q08DG6	Cytochrome c oxidase assembly protein COX15 homolog	Bos taurus (Bovine)	heme a biosynthetic process [GO:0006784]; respiratory chain complex IV assembly [GO:0008535]	PF02628;
comp139334_c0_seq1	0.127370728	0.043731019	0.078479348	0.091108617	0.067523217	0.054276771	0.070257042	0.059841353	0.081223422	1e-101	Q98TX3	Programmed cell death protein 4 (Protein I11/6)	Gallus gallus (Chicken)	cell aging [GO:0007569]; negative regulation of JUN kinase activity [GO:0043508]; negative regulation of transcription, DNA-templated [GO:0045892]	PF02847;
comp139334_c0_seq8	0.127370728	0.043731019	0.078479348	0.091108617	0.067523217	0.054276771	0.070257042	0.059841353	0.081223422	4e-102	Q98TX3	Programmed cell death protein 4 (Protein I11/6)	Gallus gallus (Chicken)	cell aging [GO:0007569]; negative regulation of JUN kinase activity [GO:0043508]; negative regulation of transcription, DNA-templated [GO:0045892]	PF02847;
comp139334_c1_seq2	0.361057854	0.001570804	0.004445418	0.001200059	0.005163758	0.000957974	0.004635378	0.001407374	0.645595765	1e-56	Q5HYA8	Meckelin (Meckel syndrome type 3 protein) (Transmembrane protein 67)	Homo sapiens (Human)	cilium assembly [GO:0042384]; cilium morphogenesis [GO:0060271]; ER-associated ubiquitin-dependent protein catabolic process [GO:0030433]; negative regulation of centrosome duplication [GO:0010826]	PF09773;
comp139338_c0_seq2	0.004907091	0.005532518	0.018222961	0.007723931	0.003948586	0.008961923	0.016188932	0.012361738	0.006376152	9e-74	Q2NL57	Ubiquitin carboxyl-terminal hydrolase 10-A (EC 3.4.19.12) (Deubiquitinating enzyme 10-A) (Ubiquitin thioesterase 10-A) (Ubiquitin-specific-processing protease 10-A)	Xenopus laevis (African clawed frog)	autophagy [GO:0006914]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA repair [GO:0006281]; protein deubiquitination [GO:0016579]; regulation of autophagy [GO:0010506]; ubiquitin-dependent protein catabolic process [GO:0006511]	PF00443;
comp139338_c0_seq2	0.001291246	0.00011455	0.000267158	0.002823075	0.02314558	0.000159645	0.001215528	0.001388456	0.001083111	9e-74	Q2NL57	Ubiquitin carboxyl-terminal hydrolase 10-A (EC 3.4.19.12) (Deubiquitinating enzyme 10-A) (Ubiquitin thioesterase 10-A) (Ubiquitin-specific-processing protease 10-A)	Xenopus laevis (African clawed frog)	autophagy [GO:0006914]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA repair [GO:0006281]; protein deubiquitination [GO:0016579]; regulation of autophagy [GO:0010506]; ubiquitin-dependent protein catabolic process [GO:0006511]	PF00443;
comp139356_c1_seq1	0.133779629	0.32509064	0.286396897	0.224297919	0.210264988	0.223489801	0.212062159	0.266958954	0.172136402	0	O88600	Heat shock 70 kDa protein 4 (Ischemia responsive 94 kDa protein)	Rattus norvegicus (Rat)	kidney development [GO:0001822]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell death [GO:0060548]; negative regulation of DNA binding [GO:0043392]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of angiogenesis [GO:0045766]; positive regulation of gene expression [GO:0010628]; positive regulation of protein binding [GO:0032092]; response to heat [GO:0009408]	PF00012;
comp139356_c1_seq3	0.125280946	0.311884522	0.276223858	0.212446772	0.203926586	0.211099564	0.204496345	0.255967076	0.163977648	0	O88600	Heat shock 70 kDa protein 4 (Ischemia responsive 94 kDa protein)	Rattus norvegicus (Rat)	kidney development [GO:0001822]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell death [GO:0060548]; negative regulation of DNA binding [GO:0043392]; negative regulation of gene expression [GO:0010629]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of angiogenesis [GO:0045766]; positive regulation of gene expression [GO:0010628]; positive regulation of protein binding [GO:0032092]; response to heat [GO:0009408]	PF00012;
comp139356_c1_seq5	0.012161705	0.017352411	0.017131472	0.015946309	0.009305221	0.017330165	0.010343377	0.016506269	0.008706144	1e-39	P48741	Putative heat shock 70 kDa protein 7 (Heat shock 70 kDa protein B)	Homo sapiens (Human)		PF00012;
comp139369_c0_seq1	0.003295773	0.005634162	0.008652692	0.003684513	0.001950842	0.003895925	0.004678102	0.003739856	0.003716663	1e-31	Q99J09	Methylosome protein 50 (MEP-50) (WD repeat-containing protein 77)	Mus musculus (Mouse)	negative regulation of cell proliferation [GO:0008285]; negative regulation of epithelial cell proliferation involved in prostate gland development [GO:0060770]; positive regulation of cell proliferation [GO:0008284]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development [GO:0060528]	PF00400;
comp139369_c0_seq2	0.003295773	0.005634162	0.008652692	0.003684513	0.001950842	0.003895925	0.004678102	0.003739856	0.003716663	2e-08	Q7ZYQ6	DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1)	Xenopus laevis (African clawed frog)	protein ubiquitination [GO:0016567]; rRNA processing [GO:0006364]	PF04158;PF00400;
comp139373_c0_seq1	0.000118051	0.000696363	0.000165608	0.000450657	0.000505462	2.2929e-05	0.000135804	7.248e-05	0.000875981	0	Q8BXR9	Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6)	Mus musculus (Mouse)	lipid transport [GO:0006869]	PF01237;
comp139373_c1_seq1	7.7687e-05	0.015238841	0.000918869	0.00103692	0.000128001	5.5854e-05	5.1597e-05	0.000312865	0.001504904	9e-55	Q8IYX4	Dead end protein homolog 1 (RNA-binding motif, single-stranded-interacting protein 4)	Homo sapiens (Human)	germ cell development [GO:0007281]; multicellular organism development [GO:0007275]; negative regulation of gene silencing by miRNA [GO:0060965]	PF00076;
comp139373_c1_seq2	0.001666229	0.025494197	0.002829262	0.002997191	0.001633437	0.002029647	0.00142959	0.002258951	0.001713208	1e-12	A0JM51	CUGBP Elav-like family member 5 (CELF-5) (Bruno-like protein 5) (CUG-BP- and ETR-3-like factor 5) (RNA-binding protein BRUNOL-5)	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	mRNA processing [GO:0006397]	PF00076;
comp139373_c1_seq3	0.001666229	0.025494197	0.002829262	0.002997191	0.001633437	0.002029647	0.00142959	0.002258951	0.001713208	1e-160	Q5R9H4	APOBEC1 complementation factor (APOBEC1-stimulating protein)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	mRNA modification [GO:0016556]; mRNA processing [GO:0006397]; protein stabilization [GO:0050821]	PF00076;
comp139380_c0_seq1	0.003315887	0.000454169	0.00802028	0.002803934	0.00158375	0.004398341	0.005929358	0.005439944	0.00329024	0	Q5M868	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Glucosylceramidase 2)	Rattus norvegicus (Rat)	bile acid metabolic process [GO:0008206]; central nervous system neuron development [GO:0021954]; glucosylceramide catabolic process [GO:0006680]; glycoside catabolic process [GO:0016139]	PF04685;PF12215;
comp139393_c0_seq1	0.216314409	0.203231055	0.20438664	0.176060365	0.156144489	0.170920807	0.174008159	0.18039907	0.16830755	0	Q60972	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	Mus musculus (Mouse)	ATP-dependent chromatin remodeling [GO:0043044]; cell cycle [GO:0007049]; chromatin assembly [GO:0031497]; chromatin remodeling [GO:0006338]; chromatin silencing at rDNA [GO:0000183]; DNA replication [GO:0006260]; DNA replication-dependent nucleosome assembly [GO:0006335]; DNA replication-independent nucleosome assembly [GO:0006336]; transcription, DNA-templated [GO:0006351]	PF12265;PF00400;
comp139393_c0_seq2	0.216314409	0.203231055	0.20438664	0.176060365	0.156144489	0.170920807	0.174008159	0.18039907	0.16830755	0	Q60972	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	Mus musculus (Mouse)	ATP-dependent chromatin remodeling [GO:0043044]; cell cycle [GO:0007049]; chromatin assembly [GO:0031497]; chromatin remodeling [GO:0006338]; chromatin silencing at rDNA [GO:0000183]; DNA replication [GO:0006260]; DNA replication-dependent nucleosome assembly [GO:0006335]; DNA replication-independent nucleosome assembly [GO:0006336]; transcription, DNA-templated [GO:0006351]	PF12265;PF00400;
comp139394_c2_seq1	0.001365751	0.003351575	0.012042838	0.004593876	0.000851661	0.006649435	0.004545706	0.011332733	0.004490051	2e-28	Q8AVX1	G kinase-anchoring protein 1-B	Xenopus laevis (African clawed frog)	signal transduction [GO:0007165]	
comp139409_c0_seq2	0.012789986	0.004650885	0.00850792	0.015242356	0.011210796	0.008946171	0.014749361	0.007729407	0.023682652	2e-31	Q54YC4	Alpha-mannosidase D (EC 3.2.1.24)	Dictyostelium discoideum (Slime mold)	mannose metabolic process [GO:0006013]; N-glycan processing [GO:0006491]; protein deglycosylation [GO:0006517]	PF09261;PF01074;
comp139409_c0_seq3	0.012789986	0.004650885	0.00850792	0.015242356	0.011210796	0.008946171	0.014749361	0.007729407	0.023682652	1e-86	Q60HE9	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B)	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	mannose metabolic process [GO:0006013]	PF09261;PF01074;PF07748;
comp139409_c3_seq1	0.06085574	0.012222754	0.021975495	0.039980287	0.042392574	0.057211074	0.042399719	0.114720813	0.024234794	9e-15	Q1ZXI8	Alpha-mannosidase E (EC 3.2.1.24)	Dictyostelium discoideum (Slime mold)	mannose metabolic process [GO:0006013]; N-glycan processing [GO:0006491]; protein deglycosylation [GO:0006517]	PF09261;PF01074;
comp139410_c0_seq1	0.232501278	0.27035068	0.327324077	0.235078853	0.201185046	0.26917677	0.306091359	0.304809106	0.247475763	9e-138	Q9R1P4	Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Mus musculus (Mouse)	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent [GO:0002479]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; ubiquitin-dependent protein catabolic process [GO:0006511]	PF00227;PF10584;
comp139413_c0_seq3	0.002666255	0.00155971993333333	0.001967445	0.001680501	0.001385745	0.001914102	0.000855088	0.000127642	0.000723619	4e-26	Q8IXK0	Polyhomeotic-like protein 2 (hPH2) (Early development regulatory protein 2)	Homo sapiens (Human)	multicellular organism development [GO:0007275]; protein sumoylation [GO:0016925]; spermatogenesis [GO:0007283]	PF00536;
comp139432_c0_seq1	0.024492246	0.028237952	0.019271075	0.021038295	0.018591895	0.010302972	0.029045196	0.025801719	0.032538785	4e-109	Q91642	Alpha-aspartyl dipeptidase (EC 3.4.13.21) (Asp-specific dipeptidase) (Dipeptidase E)	Xenopus laevis (African clawed frog)		PF03575;
comp139433_c0_seq2	0.164356895	0.084168533	0.192554685	0.171908517	0.187314947	0.136820918	0.194177205	0.184835985	0.122610732	4e-91	Q9JM76	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)	Mus musculus (Mouse)	Arp2/3 complex-mediated actin nucleation [GO:0034314]	PF04062;
comp139439_c0_seq5	0.001741399	0.008861997	0.009006794	0.000512235	0.002180719	3.2983e-05	0.010334358	0.00963387	0.008195154	2e-07	Q5R504	Protein FAM162A (E2-induced gene 5 protein homolog)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; cellular response to hypoxia [GO:0071456]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]	PF06388;
comp139447_c1_seq1	0.00999068	0.006221437	0.006911957	0.0054558	0.005792847	0.008148674	0.007580193	0.007009181	0.00441685	2e-176	Q9NQL2	Ras-related GTP-binding protein D (Rag D) (RagD)	Homo sapiens (Human)	cell cycle arrest [GO:0007050]; cellular protein localization [GO:0034613]; cellular response to amino acid stimulus [GO:0071230]; cellular response to starvation [GO:0009267]; macroautophagy [GO:0016236]; positive regulation of TOR signaling [GO:0032008]; regulation of autophagy [GO:0010506]	PF04670;
